date,entries,Erstimpfungen 7-Tages-Schnitt
2022-03-29,71,121.0
2022-03-30,311,120.43
2022-03-31,101,120.43
2022-04-01,159,118.14
2022-04-02,89,119.86
2022-04-03,0,105.57
2022-04-04,96,102.29
2022-04-05,83,97.57
2022-04-06,211,99.0
2022-04-07,78,99.0
2022-04-08,126,99.0
2022-04-09,99,99.57
2022-04-10,0,99.71
2022-04-11,96,97.71
2022-04-12,87,80.57
2022-04-13,212,72.0
2022-04-14,64,72.0
2022-04-15,6,58.57
2022-04-16,39,57.57
2022-04-17,0,53.71
2022-04-18,2,53.86
2022-04-19,80,75.71
2022-04-20,185,82.57
2022-04-21,65,82.57
2022-04-22,159,99.0
2022-04-23,87,100.71
2022-04-24,0,109.29
2022-04-25,117,108.14
2022-04-26,92,108.0
2022-04-27,245,106.71
2022-04-28,57,106.86
2022-04-29,158,103.57
2022-04-30,78,99.86
2022-05-01,1,104.0
2022-05-02,94,108.57
2022-05-03,66,106.43
2022-05-04,274,107.14
2022-05-05,89,107.0
2022-05-06,143,105.86
2022-05-07,83,106.57
2022-05-08,0,113.57
2022-05-09,86,111.43
2022-05-10,71,112.57
2022-05-11,323,118.71
2022-05-12,74,119.0
2022-05-13,151,119.86
2022-05-14,126,123.29
2022-05-15,2,121.29
2022-05-16,92,124.57
2022-05-17,95,125.14
2022-05-18,309,122.29
2022-05-19,97,122.0
2022-05-20,155,124.43
2022-05-21,106,124.43
2022-05-22,0,139.14
2022-05-23,109,127.57
2022-05-24,95,121.71
2022-05-25,412,115.57
2022-05-26,16,115.57
2022-05-27,114,110.86
2022-05-28,63,106.14
2022-05-29,0,87.0
2022-05-30,76,95.43
2022-05-31,62,99.14
2022-06-01,278,103.57
2022-06-02,75,103.57
2022-06-03,140,95.57
2022-06-04,94,96.43
2022-06-05,0,94.43
2022-06-06,20,95.86
2022-06-07,68,92.14
2022-06-08,264,90.29
2022-06-09,85,90.43
2022-06-10,114,101.29
2022-06-11,81,101.29
2022-06-12,1,98.57
2022-06-13,96,95.29
2022-06-14,68,95.29
2022-06-15,245,89.71
2022-06-16,62,89.57
2022-06-17,114,84.71
2022-06-18,42,83.43
2022-06-19,0,82.14
2022-06-20,62,80.57
